"Treatment_Scenario","Scenario","Beta","Method1","Method2","N_Sims","Mean_Delta","SD_Delta","MC_CI_Lo","MC_CI_Hi","Pct_Sims_Sig","Pct_Sims_Method1_Wins","Pct_Sims_Method2_Wins","Pct_Sims_Tie","Overall_Winner"
"RCT",4,0,"R-learner (LASSO)","WATCH (Residual LASSO)",50,-0.0416980708484628,0.0654890725729822,-0.0598507156339724,-0.0235454260629531,26,24,2,74,"R-learner (LASSO)"
"RCT",4,0,"R-learner (LASSO)","WATCH (Residual Risk)",50,-0.039806877157116,0.0664973925288113,-0.0582390139749476,-0.0213747403392843,24,22,2,76,"R-learner (LASSO)"
"RCT",4,0,"WATCH (Residual LASSO)","WATCH (Residual Risk)",50,0.00189119369134681,0.0107952109336691,-0.00110108611602354,0.00488347349871715,16,8,8,84,"Tie"
"RCT",4,1,"DINA Cross-Fit","DINA Gao (GLM k2)",50,-0.262887656165637,0.0991024535143746,-0.290357454795235,-0.23541785753604,86,86,0,14,"DINA Cross-Fit"
"RCT",4,1,"DINA Cross-Fit","DINA Gao (LASSO k2)",50,-0.00156314944019888,0.0352268812151513,-0.0113275427424152,0.00820124386201744,6,4,2,94,"Tie"
"RCT",4,1,"DINA Cross-Fit","Dandl Extension",50,-0.0361244479174329,0.0607243372823518,-0.0529563754621936,-0.0192925203726721,12,12,0,88,"DINA Cross-Fit"
"RCT",4,1,"DINA Cross-Fit","R-learner (LASSO)",50,-0.00052710810057182,0.0567680323573447,-0.0162624038692942,0.0152081876681505,10,4,6,90,"Tie"
"RCT",4,1,"DINA Cross-Fit","WATCH (Residual LASSO)",50,-0.0389824821400428,0.0723671147599616,-0.059041622952059,-0.0189233413280266,14,12,2,86,"DINA Cross-Fit"
"RCT",4,1,"DINA Cross-Fit","WATCH (Residual Risk)",50,-0.0369074199438437,0.0728302845985529,-0.0570949448850738,-0.0167198950026136,16,12,4,84,"DINA Cross-Fit"
"RCT",4,1,"DINA Gao (GLM k2)","DINA Gao (LASSO k2)",50,0.261324506725438,0.0848549730014172,0.23780390820937,0.284845105241506,88,0,88,12,"DINA Gao (LASSO k2)"
"RCT",4,1,"DINA Gao (GLM k2)","Dandl Extension",50,0.226763208248204,0.0860804680570361,0.202902919833394,0.250623496663014,82,0,82,18,"Dandl Extension"
"RCT",4,1,"DINA Gao (GLM k2)","R-learner (LASSO)",50,0.262360548065065,0.0814208140278534,0.239791849851366,0.284929246278764,92,0,92,8,"R-learner (LASSO)"
"RCT",4,1,"DINA Gao (GLM k2)","WATCH (Residual LASSO)",50,0.223905174025594,0.113203055197577,0.192526888016948,0.255283460034241,74,0,74,26,"WATCH (Residual LASSO)"
"RCT",4,1,"DINA Gao (GLM k2)","WATCH (Residual Risk)",50,0.225980236221793,0.11254421471832,0.194784571476823,0.257175900966764,76,0,76,24,"WATCH (Residual Risk)"
"RCT",4,1,"DINA Gao (LASSO k2)","Dandl Extension",50,-0.034561298477234,0.0555977367247312,-0.0499722048466532,-0.0191503921078147,14,12,2,86,"DINA Gao (LASSO k2)"
"RCT",4,1,"DINA Gao (LASSO k2)","R-learner (LASSO)",50,0.00103604133962706,0.0531544978231357,-0.0136976337580044,0.0157697164372586,24,10,14,76,"Tie"
"RCT",4,1,"DINA Gao (LASSO k2)","WATCH (Residual LASSO)",50,-0.0374193326998439,0.0743385261141331,-0.0580249208599809,-0.016813744539707,14,12,2,86,"DINA Gao (LASSO k2)"
"RCT",4,1,"DINA Gao (LASSO k2)","WATCH (Residual Risk)",50,-0.0353442705036448,0.0751994682566153,-0.0561884996504279,-0.0145000413568617,14,12,2,86,"DINA Gao (LASSO k2)"
"RCT",4,1,"DINA Original","DINA Cross-Fit",50,-0.00468245562248039,0.0274573633912699,-0.0122932484586887,0.00292833721372794,12,10,2,88,"Tie"
"RCT",4,1,"DINA Original","DINA Gao (GLM k2)",50,-0.267570111788118,0.0999540448639975,-0.295275959496817,-0.239864264079418,88,88,0,12,"DINA Original"
"RCT",4,1,"DINA Original","DINA Gao (LASSO k2)",50,-0.00624560506267927,0.0347258428597736,-0.0158711176183565,0.00337990749299795,20,12,8,80,"Tie"
"RCT",4,1,"DINA Original","Dandl Extension",50,-0.0408069035399133,0.057228648241565,-0.0566698755178153,-0.0249439315620112,14,14,0,86,"DINA Original"
"RCT",4,1,"DINA Original","R-learner (LASSO)",50,-0.00520956372305222,0.0615409244485258,-0.0222678376822845,0.0118487102361801,20,8,12,80,"Tie"
"RCT",4,1,"DINA Original","WATCH (Residual LASSO)",50,-0.0436649377625232,0.0692795135823438,-0.0628682391922645,-0.0244616363327819,14,14,0,86,"DINA Original"
"RCT",4,1,"DINA Original","WATCH (Residual Risk)",50,-0.0415898755663241,0.0702179556587674,-0.0610532998684134,-0.0221264512642348,18,16,2,82,"DINA Original"
"RCT",4,1,"DR-learner (2-Model 2SL)","DINA Cross-Fit",50,-0.00549007636514853,0.0221777691805948,-0.0116374403489905,0.000657287618693408,2,0,2,98,"Tie"
"RCT",4,1,"DR-learner (2-Model 2SL)","DINA Gao (GLM k2)",50,-0.268377732530786,0.0957521658748178,-0.294918878805712,-0.24183658625586,94,94,0,6,"DR-learner (2-Model 2SL)"
"RCT",4,1,"DR-learner (2-Model 2SL)","DINA Gao (LASSO k2)",50,-0.00705322580534741,0.0319099675002458,-0.0158982175328389,0.00179176592214413,10,10,0,90,"Tie"
"RCT",4,1,"DR-learner (2-Model 2SL)","DINA Original",50,-0.000807620742668137,0.0303031443145769,-0.00920722380642401,0.00759198232108774,8,4,4,92,"Tie"
"RCT",4,1,"DR-learner (2-Model 2SL)","DR-learner (Kennedy)",50,-0.00975011632785962,0.0467223420004717,-0.0227008887935483,0.00320065613782902,10,6,4,90,"Tie"
"RCT",4,1,"DR-learner (2-Model 2SL)","Dandl Extension",50,-0.0416145242825814,0.0526839871668454,-0.056217780480145,-0.0270112680850178,20,20,0,80,"DR-learner (2-Model 2SL)"
"RCT",4,1,"DR-learner (2-Model 2SL)","R-learner (LASSO)",50,-0.00601718446572035,0.0509571539812206,-0.0201417869247149,0.00810741799327421,10,6,4,90,"Tie"
"RCT",4,1,"DR-learner (2-Model 2SL)","WATCH (Residual LASSO)",50,-0.0444725585051913,0.0718739894968586,-0.0643950119679418,-0.0245501050424409,14,12,2,86,"DR-learner (2-Model 2SL)"
"RCT",4,1,"DR-learner (2-Model 2SL)","WATCH (Residual Risk)",50,-0.0423974963089922,0.0726093106400036,-0.0625237703938764,-0.022271222224108,14,10,4,86,"DR-learner (2-Model 2SL)"
"RCT",4,1,"DR-learner (Kennedy)","DINA Cross-Fit",50,0.00426003996271109,0.0514133310011034,-0.00999100831504225,0.0185110882404644,8,6,2,92,"Tie"
"RCT",4,1,"DR-learner (Kennedy)","DINA Gao (GLM k2)",50,-0.258627616202926,0.0853885919240899,-0.28229612633804,-0.234959106067812,90,90,0,10,"DR-learner (Kennedy)"
"RCT",4,1,"DR-learner (Kennedy)","DINA Gao (LASSO k2)",50,0.00269689052251221,0.0505996915098382,-0.0113286283945689,0.0167224094395934,20,12,8,80,"Tie"
"RCT",4,1,"DR-learner (Kennedy)","DINA Original",50,0.00894249558519148,0.0559346941491992,-0.00656181061711427,0.0244468017874972,16,6,10,84,"Tie"
"RCT",4,1,"DR-learner (Kennedy)","Dandl Extension",50,-0.0318644079547218,0.0458034776136358,-0.0445604842067528,-0.0191683317026908,20,16,4,80,"DR-learner (Kennedy)"
"RCT",4,1,"DR-learner (Kennedy)","R-learner (LASSO)",50,0.00373293186213927,0.0308581305787052,-0.00482050554554216,0.0122863692698207,18,6,12,82,"Tie"
"RCT",4,1,"DR-learner (Kennedy)","WATCH (Residual LASSO)",50,-0.0347224421773317,0.087266168232779,-0.0589113899129528,-0.0105334944417106,20,18,2,80,"DR-learner (Kennedy)"
"RCT",4,1,"DR-learner (Kennedy)","WATCH (Residual Risk)",50,-0.0326473799811326,0.0889649954321992,-0.0573072185920012,-0.00798754137026399,22,18,4,78,"DR-learner (Kennedy)"
"RCT",4,1,"Dandl Extension","R-learner (LASSO)",50,0.035597339816861,0.054728631077581,0.0204273372421354,0.0507673423915867,14,0,14,86,"R-learner (LASSO)"
"RCT",4,1,"Dandl Extension","WATCH (Residual LASSO)",50,-0.00285803422260994,0.0816957175792756,-0.025502931813139,0.0197868633679191,16,10,6,84,"Tie"
"RCT",4,1,"Dandl Extension","WATCH (Residual Risk)",50,-0.000782972026410823,0.082327958923946,-0.0236031179766678,0.0220371739238461,18,12,6,82,"Tie"
"RCT",4,1,"R-learner (LASSO)","WATCH (Residual LASSO)",50,-0.038455374039471,0.0897796231169051,-0.0633410159242588,-0.0135697321546832,22,20,2,78,"R-learner (LASSO)"
"RCT",4,1,"R-learner (LASSO)","WATCH (Residual Risk)",50,-0.0363803118432719,0.0918586709890381,-0.0618422363967879,-0.0109183872897558,24,20,4,76,"R-learner (LASSO)"
"RCT",4,1,"WATCH (Residual LASSO)","WATCH (Residual Risk)",50,0.00207506219619912,0.0120398805338191,-0.00126222242249552,0.00541234681489376,20,14,6,80,"Tie"
"RCT",4,2,"DINA Cross-Fit","DINA Gao (GLM k2)",50,-0.23876748100873,0.101575542849542,-0.266922785028163,-0.210612176989297,64,64,0,36,"DINA Cross-Fit"
"RCT",4,2,"DINA Cross-Fit","DINA Gao (LASSO k2)",50,0.00362541447739961,0.0332993239264453,-0.00560468720346861,0.0128555161582678,4,2,2,96,"Tie"
"RCT",4,2,"DINA Cross-Fit","Dandl Extension",50,0.00124147956638792,0.0711768870672485,-0.0184877469611403,0.0209707060939161,12,4,8,88,"Tie"
"RCT",4,2,"DINA Cross-Fit","R-learner (LASSO)",50,0.0058897548642316,0.0595030599796996,-0.0106036518832626,0.0223831616117258,8,2,6,92,"Tie"
"RCT",4,2,"DINA Cross-Fit","WATCH (Residual LASSO)",50,-0.0157163107980072,0.0777710466724056,-0.0372733451149643,0.00584072351894992,12,8,4,88,"Tie"
"RCT",4,2,"DINA Cross-Fit","WATCH (Residual Risk)",50,-0.0124902147619853,0.0763886660069927,-0.0336640727078061,0.00868364318383554,16,8,8,84,"Tie"
"RCT",4,2,"DINA Gao (GLM k2)","DINA Gao (LASSO k2)",50,0.24239289548613,0.0894584336900927,0.217596282768266,0.267189508203993,76,0,76,24,"DINA Gao (LASSO k2)"
"RCT",4,2,"DINA Gao (GLM k2)","Dandl Extension",50,0.240008960575118,0.0947184011106406,0.213754359273553,0.266263561876683,78,0,78,22,"Dandl Extension"
"RCT",4,2,"DINA Gao (GLM k2)","R-learner (LASSO)",50,0.244657235872962,0.0846492639237801,0.221193657004123,0.2681208147418,72,0,72,28,"R-learner (LASSO)"
"RCT",4,2,"DINA Gao (GLM k2)","WATCH (Residual LASSO)",50,0.223051170210723,0.11750319902834,0.190480945143854,0.255621395277591,72,0,72,28,"WATCH (Residual LASSO)"
"RCT",4,2,"DINA Gao (GLM k2)","WATCH (Residual Risk)",50,0.226277266246745,0.117015432165081,0.193842243256483,0.258712289237007,70,0,70,30,"WATCH (Residual Risk)"
"RCT",4,2,"DINA Gao (LASSO k2)","Dandl Extension",50,-0.00238393491101169,0.0659475876254027,-0.0206636735848357,0.0158958037628123,8,2,6,92,"Tie"
"RCT",4,2,"DINA Gao (LASSO k2)","R-learner (LASSO)",50,0.00226434038683199,0.0519408965960219,-0.0121329416131189,0.0166616223867829,12,4,8,88,"Tie"
"RCT",4,2,"DINA Gao (LASSO k2)","WATCH (Residual LASSO)",50,-0.0193417252754068,0.0816796929919463,-0.0419821810769443,0.00329873052613068,18,12,6,82,"Tie"
"RCT",4,2,"DINA Gao (LASSO k2)","WATCH (Residual Risk)",50,-0.0161156292393849,0.0808101136372726,-0.0385150499412023,0.00628379146243251,16,12,4,84,"Tie"
"RCT",4,2,"DINA Original","DINA Cross-Fit",50,0.00501681777947326,0.0545052324075493,-0.0100912618431733,0.0201248974021198,4,2,2,96,"Tie"
"RCT",4,2,"DINA Original","DINA Gao (GLM k2)",50,-0.233750663229257,0.090977680975137,-0.258968389809682,-0.208532936648832,68,68,0,32,"DINA Original"
"RCT",4,2,"DINA Original","DINA Gao (LASSO k2)",50,0.00864223225687286,0.0491302001826294,-0.00497596444552153,0.0222604289592673,8,4,4,92,"Tie"
"RCT",4,2,"DINA Original","Dandl Extension",50,0.00625829734586118,0.06801227535891,-0.0125937435693419,0.0251103382610643,10,4,6,90,"Tie"
"RCT",4,2,"DINA Original","R-learner (LASSO)",50,0.0109065726437049,0.0297291961129287,0.00266605990479961,0.0191470853826101,18,2,16,82,"R-learner (LASSO)"
"RCT",4,2,"DINA Original","WATCH (Residual LASSO)",50,-0.010699493018534,0.102523456109822,-0.0391175451885411,0.0177185591514732,14,12,2,86,"Tie"
"RCT",4,2,"DINA Original","WATCH (Residual Risk)",50,-0.00747339698251204,0.102653619459622,-0.035927528592343,0.0209807346273189,16,12,4,84,"Tie"
"RCT",4,2,"DR-learner (2-Model 2SL)","DINA Cross-Fit",50,-0.0172306344805698,0.023180738030417,-0.0236560072458228,-0.0108052617153168,16,16,0,84,"DR-learner (2-Model 2SL)"
"RCT",4,2,"DR-learner (2-Model 2SL)","DINA Gao (GLM k2)",50,-0.2559981154893,0.100711657011386,-0.283913962571275,-0.228082268407324,78,78,0,22,"DR-learner (2-Model 2SL)"
"RCT",4,2,"DR-learner (2-Model 2SL)","DINA Gao (LASSO k2)",50,-0.0136052200031702,0.0332241529631736,-0.0228144853560704,-0.00439595465027005,4,4,0,96,"DR-learner (2-Model 2SL)"
"RCT",4,2,"DR-learner (2-Model 2SL)","DINA Original",50,-0.0222474522600431,0.0555375043584758,-0.0376416630693289,-0.00685324145075726,4,4,0,96,"DR-learner (2-Model 2SL)"
"RCT",4,2,"DR-learner (2-Model 2SL)","DR-learner (Kennedy)",50,-0.0085561526432926,0.0544494166731443,-0.0236487609336956,0.00653645564711043,16,8,8,84,"Tie"
"RCT",4,2,"DR-learner (2-Model 2SL)","Dandl Extension",50,-0.0159891549141819,0.0660939664011074,-0.0343094677145755,0.00233115788621173,14,10,4,86,"Tie"
"RCT",4,2,"DR-learner (2-Model 2SL)","R-learner (LASSO)",50,-0.0113408796163382,0.0540106450017351,-0.0263118666044368,0.00363010737176038,6,4,2,94,"Tie"
"RCT",4,2,"DR-learner (2-Model 2SL)","WATCH (Residual LASSO)",50,-0.032946945278577,0.0785319109192806,-0.054714880404797,-0.011179010152357,16,10,6,84,"DR-learner (2-Model 2SL)"
"RCT",4,2,"DR-learner (2-Model 2SL)","WATCH (Residual Risk)",50,-0.0297208492425551,0.0770777133559998,-0.0510857013691682,-0.008355997115942,14,10,4,86,"DR-learner (2-Model 2SL)"
"RCT",4,2,"DR-learner (Kennedy)","DINA Cross-Fit",50,-0.00867448183727722,0.0619443672231758,-0.0258445844282456,0.00849562075369117,14,12,2,86,"Tie"
"RCT",4,2,"DR-learner (Kennedy)","DINA Gao (GLM k2)",50,-0.247441962846007,0.0872853141284432,-0.271636217553149,-0.223247708138865,74,74,0,26,"DR-learner (Kennedy)"
"RCT",4,2,"DR-learner (Kennedy)","DINA Gao (LASSO k2)",50,-0.00504906735987761,0.0548122528582366,-0.0202422487096406,0.0101441139898853,16,12,4,84,"Tie"
"RCT",4,2,"DR-learner (Kennedy)","DINA Original",50,-0.0136912996167505,0.0492504918447728,-0.0273428394667534,-3.97597667475373e-05,14,12,2,86,"DR-learner (Kennedy)"
"RCT",4,2,"DR-learner (Kennedy)","Dandl Extension",50,-0.0074330022708893,0.0388545935848547,-0.0182029461396957,0.00333694159791714,12,10,2,88,"Tie"
"RCT",4,2,"DR-learner (Kennedy)","R-learner (LASSO)",50,-0.00278472697304562,0.0348968668109488,-0.0124576449494064,0.00688819100331516,14,6,8,86,"Tie"
"RCT",4,2,"DR-learner (Kennedy)","WATCH (Residual LASSO)",50,-0.0243907926352844,0.088180728121031,-0.048833243438429,5.16581678601073e-05,18,16,2,82,"Tie"
"RCT",4,2,"DR-learner (Kennedy)","WATCH (Residual Risk)",50,-0.0211646965992625,0.0882102275440435,-0.0456153242252919,0.00328593102676688,22,18,4,78,"Tie"
"RCT",4,2,"Dandl Extension","R-learner (LASSO)",50,0.00464827529784368,0.0610063467238848,-0.012261821275996,0.0215583718716833,6,2,4,94,"Tie"
"RCT",4,2,"Dandl Extension","WATCH (Residual LASSO)",50,-0.0169577903643951,0.0862425808152906,-0.0408630141432313,0.00694743341444104,20,16,4,80,"Tie"
"RCT",4,2,"Dandl Extension","WATCH (Residual Risk)",50,-0.0137316943283732,0.0858718231772709,-0.0375341493331214,0.0100707606763749,24,18,6,76,"Tie"
"RCT",4,2,"R-learner (LASSO)","WATCH (Residual LASSO)",50,-0.0216060656622388,0.0975102759911716,-0.0486345351986207,0.00542240387414304,18,14,4,82,"Tie"
"RCT",4,2,"R-learner (LASSO)","WATCH (Residual Risk)",50,-0.0183799696262169,0.0978452604204403,-0.0455012921091176,0.00874135285668386,18,14,4,82,"Tie"
"RCT",4,2,"WATCH (Residual LASSO)","WATCH (Residual Risk)",50,0.00322609603602191,0.0114469891683225,5.31525193067147e-05,0.0063990395527371,10,6,4,90,"WATCH (Residual Risk)"
